	sent_nr	word_pos	sent_pos	last_word	token	sent_has_unresolved	distance	subj_nr	rt_ff	rt_fp	rt_rb	rt_gp	spill_ff	spill_fp	spill_rb	spill_gp	inverse_distance	clean_token	reflexive	ana_category	multiple_drefs	word_length	num_prev_anas	resolved	target_skipped	spill_skipped
2259	133	10	171	0	his	True	-7	7	188	188	188	516	64	64	64	1436	-7	his	False	P	False	3	3	1	0	0
2260	133	10	29	0	his	True	-7	8	388	388	388	2752	192	192	192	192	-7	his	False	P	False	3	3	1	0	0
2261	133	10	192	0	his	True	-7	10	168	168	168	168	208	208	444	1528	-7	his	False	P	False	3	3	1	0	0
2262	133	10	107	0	his	True	-7	11	200	200	200	428	324	324	324	456	-7	his	False	P	False	3	3	1	0	0
2264	133	10	194	0	his	True	-7	13	248	248	248	248	428	428	428	820	-7	his	False	P	False	3	3	1	0	0
2265	133	10	89	0	his	True	-7	14	336	336	336	336	204	204	204	204	-7	his	False	P	False	3	3	1	0	0
2267	133	10	108	0	his	True	-7	16	284	284	284	284	268	604	604	1212	-7	his	False	P	False	3	3	1	0	0
2268	133	10	51	0	his	True	-7	18	220	416	416	416	0	0	0	0	-7	his	False	P	False	3	3	1	0	1
2269	133	10	203	0	his	True	-7	19	228	228	228	1040	0	0	0	0	-7	his	False	P	False	3	3	1	0	1
2272	133	10	130	0	his	True	-7	22	284	284	284	284	0	0	0	0	-7	his	False	P	False	3	3	1	0	1
2273	133	10	166	0	his	True	-7	23	160	160	160	160	132	444	444	444	-7	his	False	P	False	3	3	1	0	0
2275	133	10	203	0	his	True	-7	25	140	140	140	420	212	212	212	448	-7	his	False	P	False	3	3	1	0	0
2277	133	10	80	0	his	True	-7	28	192	192	192	376	432	644	644	644	-7	his	False	P	False	3	3	1	0	0
2280	133	10	44	0	his	True	-7	31	132	132	132	132	0	0	0	0	-7	his	False	P	False	3	3	1	0	1
2281	133	10	130	0	his	True	-7	32	256	256	256	256	152	152	152	152	-7	his	False	P	False	3	3	1	0	0
2286	133	10	29	0	his	True	-7	37	176	176	176	176	132	368	368	1688	-7	his	False	P	False	3	3	1	0	0
2287	133	10	204	0	his	True	-7	38	204	204	204	204	376	376	376	376	-7	his	False	P	False	3	3	1	0	0
2289	133	10	59	0	his	True	-7	40	156	156	156	156	68	100	100	812	-7	his	False	P	False	3	3	1	0	0
2290	133	10	178	0	his	True	-7	41	168	256	256	256	184	184	184	184	-7	his	False	P	False	3	3	1	0	0
2291	133	10	20	0	his	True	-7	42	48	48	48	48	232	232	332	1220	-7	his	False	P	False	3	3	1	0	0
2293	133	7	175	0	she	True	-3	1	220	220	220	220	404	404	404	404	-3	she	False	O	False	3	2	1	0	0
2294	133	7	156	0	she	True	-3	2	208	208	208	208	152	152	152	152	-3	she	False	O	False	3	2	1	0	0
2295	133	7	69	0	she	True	-3	3	200	200	200	200	192	332	332	332	-3	she	False	O	False	3	2	1	0	0
2296	133	7	202	0	she	True	-3	4	180	180	180	180	208	208	208	208	-3	she	False	O	False	3	2	1	0	0
2297	133	7	149	0	she	True	-3	5	280	280	280	280	324	324	324	480	-3	she	False	O	False	3	2	1	0	0
2300	133	7	29	0	she	True	-3	8	248	248	248	248	160	160	160	160	-3	she	False	O	False	3	2	1	0	0
2302	133	7	107	0	she	True	-3	11	124	124	124	124	76	76	76	76	-3	she	False	O	False	3	2	1	0	0
2303	133	7	187	0	she	True	-3	12	148	148	148	148	140	140	140	140	-3	she	False	O	False	3	2	1	0	0
2305	133	7	89	0	she	True	-3	14	132	132	132	132	212	212	212	212	-3	she	False	O	False	3	2	1	0	0
2306	133	7	165	0	she	True	-3	15	100	100	100	100	0	0	0	0	-3	she	False	O	False	3	2	1	0	1
2307	133	7	108	0	she	True	-3	16	160	360	360	360	228	228	228	228	-3	she	False	O	False	3	2	1	0	0
2309	133	7	203	0	she	True	-3	19	172	172	172	172	132	132	132	132	-3	she	False	O	False	3	2	1	0	0
2310	133	7	40	0	she	True	-3	20	140	140	140	140	0	0	0	0	-3	she	False	O	False	3	2	1	0	1
2311	133	7	97	0	she	True	-3	21	160	160	160	160	156	156	156	156	-3	she	False	O	False	3	2	1	0	0
2312	133	7	130	0	she	True	-3	22	184	184	184	184	208	208	208	208	-3	she	False	O	False	3	2	1	0	0
2313	133	7	166	0	she	True	-3	23	196	348	348	348	396	464	604	776	-3	she	False	O	False	3	2	1	0	0
2314	133	7	37	0	she	True	-3	24	172	172	172	172	232	232	324	476	-3	she	False	O	False	3	2	1	0	0
2315	133	7	203	0	she	True	-3	25	200	200	200	200	204	204	204	204	-3	she	False	O	False	3	2	1	0	0
2316	133	7	130	0	she	True	-3	27	168	304	304	304	280	364	364	364	-3	she	False	O	False	3	2	1	0	0
2317	133	7	80	0	she	True	-3	28	316	316	316	316	236	236	236	236	-3	she	False	O	False	3	2	1	0	0
2318	133	7	66	0	she	True	-3	29	184	184	184	184	204	204	204	204	-3	she	False	O	False	3	2	1	0	0
2321	133	7	130	0	she	True	-3	32	184	332	332	332	184	184	184	184	-3	she	False	O	False	3	2	1	0	0
2322	133	7	112	0	she	True	-3	33	180	180	180	180	200	200	200	200	-3	she	False	O	False	3	2	1	0	0
2323	133	7	110	0	she	True	-3	34	148	148	148	148	0	0	0	0	-3	she	False	O	False	3	2	1	0	1
2324	133	7	32	0	she	True	-3	35	280	280	280	280	228	228	228	228	-3	she	False	O	False	3	2	1	0	0
2325	133	7	201	0	she	True	-3	36	156	156	156	156	0	0	0	0	-3	she	False	O	False	3	2	1	0	1
2326	133	7	29	0	she	True	-3	37	160	288	288	288	104	104	104	104	-3	she	False	O	False	3	2	1	0	0
2330	133	7	178	0	she	True	-3	41	232	232	372	1220	200	200	200	200	-3	she	False	O	False	3	2	1	0	0
2331	133	7	20	0	she	True	-3	42	88	88	88	400	156	156	156	188	-3	she	False	O	False	3	2	1	0	0
2332	133	7	88	0	she	True	-3	43	132	132	132	132	196	196	196	196	-3	she	False	O	False	3	2	1	0	0
2334	135	6	176	0	he	True	-5	2	224	224	224	224	156	156	156	156	-5	he	False	O	False	2	1	1	0	0
2335	135	6	176	0	he	True	-5	3	160	160	160	160	76	76	76	76	-5	he	False	O	False	2	1	1	0	0
2337	135	6	61	0	he	True	-5	5	120	120	120	120	0	0	0	0	-5	he	False	O	False	2	1	1	0	1
2338	135	6	24	0	he	True	-5	6	160	160	160	160	0	0	0	0	-5	he	False	O	False	2	1	1	0	1
2339	135	6	139	0	he	True	-5	7	204	204	332	516	104	104	104	104	-5	he	False	O	False	2	1	1	0	0
2342	135	6	29	0	he	True	-5	11	132	132	132	132	144	144	144	144	-5	he	False	O	False	2	1	1	0	0
2343	135	6	193	0	he	True	-5	12	236	236	236	236	272	272	272	272	-5	he	False	O	False	2	1	1	0	0
2345	135	6	164	0	he	True	-5	14	168	168	272	428	320	320	320	320	-5	he	False	O	False	2	1	1	0	0
2348	135	6	125	0	he	True	-5	17	168	168	168	168	112	112	112	112	-5	he	False	O	False	2	1	1	0	0
2351	135	6	99	0	he	True	-5	20	164	164	164	164	0	0	0	0	-5	he	False	O	False	2	1	1	0	1
2352	135	6	11	0	he	True	-5	21	120	120	120	120	136	136	136	136	-5	he	False	O	False	2	1	1	0	0
2354	135	6	17	0	he	True	-5	23	224	224	224	224	120	280	280	280	-5	he	False	O	False	2	1	1	0	0
2356	135	6	164	0	he	True	-5	25	176	176	176	176	184	184	184	184	-5	he	False	O	False	2	1	1	0	0
2360	135	6	130	0	he	True	-5	30	312	312	312	312	264	264	264	264	-5	he	False	O	False	2	1	1	0	0
2365	135	6	172	0	he	True	-5	35	296	296	532	1536	184	184	184	184	-5	he	False	O	False	2	1	1	0	0
2366	135	6	158	0	he	True	-5	36	160	160	160	160	136	136	136	136	-5	he	False	O	False	2	1	1	0	0
2367	135	6	145	0	he	True	-5	37	124	124	124	124	116	116	116	116	-5	he	False	O	False	2	1	1	0	0
2368	135	6	104	0	he	True	-5	38	152	152	152	152	0	0	0	0	-5	he	False	O	False	2	1	1	0	1
2370	135	6	50	0	he	True	-5	40	144	208	340	600	260	260	260	260	-5	he	False	O	False	2	1	1	0	0
2372	135	6	178	0	he	True	-5	42	164	164	164	164	184	184	184	184	-5	he	False	O	False	2	1	1	0	0
2374	136	4	25	0	he	False	-4	1	172	172	172	172	200	200	472	632	-4	he	False	O	False	2	0	1	0	0
2376	136	4	73	0	he	False	-4	3	288	556	556	556	148	332	644	892	-4	he	False	O	False	2	0	1	0	0
2377	136	4	27	0	he	False	-4	4	148	148	148	148	0	0	0	0	-4	he	False	O	False	2	0	1	0	1
2383	136	4	62	0	he	False	-4	11	148	148	148	148	124	124	124	124	-4	he	False	O	False	2	0	1	0	0
2385	136	4	130	0	he	False	-4	13	196	196	196	196	216	216	216	216	-4	he	False	O	False	2	0	1	0	0
2388	136	4	171	0	he	False	-4	16	232	232	232	232	192	192	192	192	-4	he	False	O	False	2	0	1	0	0
2391	136	4	141	0	he	False	-4	19	92	92	92	92	168	168	168	168	-4	he	False	O	False	2	0	1	0	0
2393	136	4	58	0	he	False	-4	21	144	144	144	144	136	136	136	136	-4	he	False	O	False	2	0	1	0	0
2395	136	4	21	0	he	False	-4	23	160	304	444	624	24	24	24	24	-4	he	False	O	False	2	0	1	0	0
2396	136	4	124	0	he	False	-4	24	268	268	268	268	124	124	124	124	-4	he	False	O	False	2	0	1	0	0
2397	136	4	185	0	he	False	-4	25	192	192	192	192	168	168	168	168	-4	he	False	O	False	2	0	1	0	0
2398	136	4	44	0	he	False	-4	27	244	244	244	244	0	0	0	0	-4	he	False	O	False	2	0	1	0	1
2401	136	4	25	0	he	False	-4	30	252	252	252	252	164	164	164	164	-4	he	False	O	False	2	0	1	0	0
2404	136	4	190	0	he	False	-4	33	176	176	368	836	180	180	180	180	-4	he	False	O	False	2	0	1	0	0
2405	136	4	199	0	he	False	-4	34	232	232	232	232	156	156	156	156	-4	he	False	O	False	2	0	1	0	0
2410	136	4	60	0	he	False	-4	39	184	184	184	184	412	412	536	1104	-4	he	False	O	False	2	0	1	0	0
2414	136	4	72	0	he	False	-4	43	92	92	92	92	208	208	208	208	-4	he	False	O	False	2	0	1	0	0
2415	136	7	25	0	his	False	-3	1	252	252	252	252	420	420	420	420	-3	his	False	P	False	3	1	1	0	0
2417	136	7	73	0	his	False	-3	3	204	204	204	204	220	220	220	220	-3	his	False	P	False	3	1	1	0	0
2418	136	7	27	0	his	False	-3	4	200	200	200	200	180	180	180	180	-3	his	False	P	False	3	1	1	0	0
2419	136	7	124	0	his	False	-3	5	96	96	96	412	204	204	204	204	-3	his	False	P	False	3	1	1	0	0
2422	136	7	64	0	his	False	-3	8	184	184	364	564	140	140	140	140	-3	his	False	P	False	3	1	1	0	0
2432	136	7	141	0	his	False	-3	19	180	180	180	180	112	196	196	196	-3	his	False	P	False	3	1	1	0	0
2433	136	7	48	0	his	False	-3	20	148	148	148	148	168	168	168	168	-3	his	False	P	False	3	1	1	0	0
2436	136	7	21	0	his	False	-3	23	180	180	180	180	444	444	624	1312	-3	his	False	P	False	3	1	1	0	0
2439	136	7	44	0	his	False	-3	27	152	152	152	152	160	160	160	160	-3	his	False	P	False	3	1	1	0	0
2442	136	7	25	0	his	False	-3	30	316	316	316	316	376	376	520	736	-3	his	False	P	False	3	1	1	0	0
2443	136	7	199	0	his	False	-3	31	152	152	152	152	288	288	288	288	-3	his	False	P	False	3	1	1	0	0
2445	136	7	190	0	his	False	-3	33	156	284	284	284	92	92	92	92	-3	his	False	P	False	3	1	1	0	0
2447	136	7	24	0	his	False	-3	35	160	160	160	160	248	248	248	248	-3	his	False	P	False	3	1	1	0	0
2449	136	7	117	0	his	False	-3	37	136	136	312	776	136	136	136	136	-3	his	False	P	False	3	1	1	0	0
2451	136	7	60	0	his	False	-3	39	152	152	152	152	72	72	72	72	-3	his	False	P	False	3	1	1	0	0
2456	137	6	192	0	his	False	-4	1	132	132	132	132	240	240	240	240	-4	his	False	P	False	3	0	1	0	0
2457	137	6	17	0	his	False	-4	2	132	132	132	240	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
2458	137	6	6	0	his	False	-4	3	200	200	200	200	440	440	440	440	-4	his	False	P	False	3	0	1	0	0
2460	137	6	198	0	his	False	-4	5	260	260	260	260	296	296	296	296	-4	his	False	P	False	3	0	1	0	0
2461	137	6	2	0	his	False	-4	6	164	164	164	164	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
2463	137	6	194	0	his	False	-4	8	264	264	264	264	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
2464	137	6	120	0	his	False	-4	10	172	172	172	172	132	132	132	132	-4	his	False	P	False	3	0	1	0	0
2465	137	6	22	0	his	False	-4	11	188	188	188	188	112	112	112	112	-4	his	False	P	False	3	0	1	0	0
2466	137	6	96	0	his	False	-4	12	176	176	176	176	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
2467	137	6	25	0	his	False	-4	13	136	136	136	136	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
2468	137	6	103	0	his	False	-4	14	256	256	256	256	132	132	132	132	-4	his	False	P	False	3	0	1	0	0
2469	137	6	140	0	his	False	-4	15	176	176	176	176	84	84	84	84	-4	his	False	P	False	3	0	1	0	0
2470	137	6	129	0	his	False	-4	16	216	216	216	216	192	192	192	192	-4	his	False	P	False	3	0	1	0	0
2471	137	6	32	0	his	False	-4	17	260	260	260	260	124	124	124	124	-4	his	False	P	False	3	0	1	0	0
2472	137	6	149	0	his	False	-4	18	208	208	208	208	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
2473	137	6	107	0	his	False	-4	19	132	132	132	132	164	164	164	164	-4	his	False	P	False	3	0	1	0	0
2475	137	6	87	0	his	False	-4	21	132	132	132	132	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
2476	137	6	149	0	his	False	-4	22	184	184	184	184	172	172	172	172	-4	his	False	P	False	3	0	1	0	0
2477	137	6	136	0	his	False	-4	23	468	468	468	468	208	208	208	208	-4	his	False	P	False	3	0	1	0	0
2478	137	6	163	0	his	False	-4	24	264	396	396	396	140	140	140	140	-4	his	False	P	False	3	0	1	0	0
2479	137	6	66	0	his	False	-4	25	200	200	200	200	268	268	268	268	-4	his	False	P	False	3	0	1	0	0
2480	137	6	88	0	his	False	-4	27	192	264	264	612	64	64	64	64	-4	his	False	P	False	3	0	1	0	0
2481	137	6	38	0	his	False	-4	28	240	396	396	396	168	168	168	168	-4	his	False	P	False	3	0	1	0	0
2483	137	6	73	0	his	False	-4	30	192	192	192	192	300	608	608	608	-4	his	False	P	False	3	0	1	0	0
2485	137	6	65	0	his	False	-4	32	212	212	212	212	200	200	200	200	-4	his	False	P	False	3	0	1	0	0
2486	137	6	197	0	his	False	-4	33	120	120	276	444	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
2487	137	6	130	0	his	False	-4	34	164	164	164	164	172	172	172	172	-4	his	False	P	False	3	0	1	0	0
2488	137	6	43	0	his	False	-4	35	184	184	184	184	156	156	156	156	-4	his	False	P	False	3	0	1	0	0
2490	137	6	149	0	his	False	-4	37	192	320	320	320	172	172	172	172	-4	his	False	P	False	3	0	1	0	0
2492	137	6	81	0	his	False	-4	39	220	364	364	364	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
2494	137	6	184	0	his	False	-4	41	224	224	224	224	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
2495	137	6	13	0	his	False	-4	42	140	140	140	140	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
2496	137	6	41	0	his	False	-4	43	172	172	172	172	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
2497	137	10	192	0	his	False	-4	1	680	680	680	1692	312	444	444	444	-4	his	False	P	False	3	1	1	0	0
2498	137	10	17	0	his	False	-4	2	160	160	160	356	128	128	128	708	-4	his	False	P	False	3	1	1	0	0
2499	137	10	6	0	his	False	-4	3	236	444	444	444	232	232	408	2072	-4	his	False	P	False	3	1	1	0	0
2500	137	10	171	0	his	False	-4	4	172	172	172	172	144	284	284	532	-4	his	False	P	False	3	1	1	0	0
2502	137	10	2	0	his	False	-4	6	156	156	156	456	0	0	0	0	-4	his	False	P	False	3	1	1	0	1
2503	137	10	109	0	his	False	-4	7	96	96	256	800	164	164	164	476	-4	his	False	P	False	3	1	1	0	0
2504	137	10	194	0	his	False	-4	8	288	288	288	288	0	0	0	0	-4	his	False	P	False	3	1	1	0	1
2505	137	10	120	0	his	False	-4	10	92	92	92	92	200	232	232	1252	-4	his	False	P	False	3	1	1	0	0
2507	137	10	96	0	his	False	-4	12	292	292	292	292	252	536	536	2212	-4	his	False	P	False	3	1	1	0	0
2509	137	10	103	0	his	False	-4	14	240	744	744	744	0	0	0	0	-4	his	False	P	False	3	1	1	0	1
2510	137	10	140	0	his	False	-4	15	240	836	836	836	0	0	0	0	-4	his	False	P	False	3	1	1	0	1
2511	137	10	129	0	his	False	-4	16	180	424	424	424	428	428	428	540	-4	his	False	P	False	3	1	1	0	0
2514	137	10	107	0	his	False	-4	19	188	188	188	188	52	52	52	1212	-4	his	False	P	False	3	1	1	0	0
2515	137	10	199	0	his	False	-4	20	236	236	236	236	132	132	132	1068	-4	his	False	P	False	3	1	1	0	0
2521	137	10	88	0	his	False	-4	27	316	316	316	316	212	212	212	212	-4	his	False	P	False	3	1	1	0	0
2522	137	10	38	0	his	False	-4	28	152	152	560	748	232	232	232	232	-4	his	False	P	False	3	1	1	0	0
2523	137	10	197	0	his	False	-4	29	220	220	220	220	132	256	256	256	-4	his	False	P	False	3	1	1	0	0
2525	137	10	47	0	his	False	-4	31	156	156	156	156	160	160	160	160	-4	his	False	P	False	3	1	1	0	0
2526	137	10	65	0	his	False	-4	32	252	252	252	252	224	224	224	320	-4	his	False	P	False	3	1	1	0	0
2527	137	10	197	0	his	False	-4	33	224	324	324	324	0	0	0	0	-4	his	False	P	False	3	1	1	0	1
2528	137	10	130	0	his	False	-4	34	260	260	260	260	464	464	464	464	-4	his	False	P	False	3	1	1	0	0
2531	137	10	149	0	his	False	-4	37	516	516	516	640	104	104	104	104	-4	his	False	P	False	3	1	1	0	0
2532	137	10	72	0	his	False	-4	38	248	248	248	248	204	204	204	204	-4	his	False	P	False	3	1	1	0	0
2533	137	10	81	0	his	False	-4	39	232	232	232	232	160	160	316	3160	-4	his	False	P	False	3	1	1	0	0
2534	137	10	66	0	his	False	-4	40	132	132	132	132	172	820	820	1652	-4	his	False	P	False	3	1	1	0	0
2535	137	10	184	0	his	False	-4	41	148	148	148	148	204	204	204	388	-4	his	False	P	False	3	1	1	0	0
2536	137	10	13	0	his	False	-4	42	240	240	240	1796	0	0	0	0	-4	his	False	P	False	3	1	1	0	1
2538	138	7	120	0	her	False	-3	1	224	224	224	224	292	548	548	548	-3	her	False	O	False	3	0	1	0	0
2540	138	7	107	0	her	False	-3	3	196	196	196	196	168	168	168	168	-3	her	False	O	False	3	0	1	0	0
2541	138	7	165	0	her	False	-3	4	224	224	224	224	256	256	256	256	-3	her	False	O	False	3	0	1	0	0
2543	138	7	74	0	her	False	-3	6	216	216	216	456	136	136	136	136	-3	her	False	O	False	3	0	1	0	0
2547	138	7	59	0	her	False	-3	11	160	160	160	160	124	124	124	124	-3	her	False	O	False	3	0	1	0	0
2548	138	7	118	0	her	False	-3	12	448	448	448	448	336	540	540	540	-3	her	False	O	False	3	0	1	0	0
2551	138	7	201	0	her	False	-3	15	228	228	228	228	0	0	0	0	-3	her	False	O	False	3	0	1	0	1
2552	138	7	80	0	her	False	-3	16	208	208	208	208	344	460	460	460	-3	her	False	O	False	3	0	1	0	0
2553	138	7	37	0	her	False	-3	17	132	132	132	132	0	0	0	0	-3	her	False	O	False	3	0	1	0	1
2554	138	7	157	0	her	False	-3	18	204	204	204	204	244	244	244	244	-3	her	False	O	False	3	0	1	0	0
2555	138	7	24	0	her	False	-3	19	224	224	224	1428	228	312	312	312	-3	her	False	O	False	3	0	1	0	0
2556	138	7	39	0	her	False	-3	20	96	96	244	1208	0	0	0	0	-3	her	False	O	False	3	0	1	0	1
2557	138	7	159	0	her	False	-3	21	168	168	168	268	124	124	124	124	-3	her	False	O	False	3	0	1	0	0
2558	138	7	25	0	her	False	-3	22	248	248	248	2024	280	280	280	280	-3	her	False	O	False	3	0	1	0	0
2559	138	7	89	0	her	False	-3	23	252	252	252	252	208	384	384	384	-3	her	False	O	False	3	0	1	0	0
2562	138	7	16	0	her	False	-3	27	180	180	180	180	152	152	152	152	-3	her	False	O	False	3	0	1	0	0
2563	138	7	19	0	her	False	-3	28	268	268	268	268	156	156	156	156	-3	her	False	O	False	3	0	1	0	0
2565	138	7	33	0	her	False	-3	30	212	212	212	212	308	308	308	308	-3	her	False	O	False	3	0	1	0	0
2566	138	7	99	0	her	False	-3	31	172	172	172	172	0	0	0	0	-3	her	False	O	False	3	0	1	0	1
2567	138	7	164	0	her	False	-3	32	168	168	168	168	220	220	220	220	-3	her	False	O	False	3	0	1	0	0
2568	138	7	173	0	her	False	-3	33	156	336	336	336	172	172	172	172	-3	her	False	O	False	3	0	1	0	0
2569	138	7	106	0	her	False	-3	34	192	192	192	192	0	0	0	0	-3	her	False	O	False	3	0	1	0	1
2570	138	7	138	0	her	False	-3	35	180	180	180	180	0	0	0	0	-3	her	False	O	False	3	0	1	0	1
2572	138	7	14	0	her	False	-3	37	216	216	216	216	140	140	140	220	-3	her	False	O	False	3	0	1	0	0
2574	138	7	100	0	her	False	-3	39	76	76	76	76	232	232	232	232	-3	her	False	O	False	3	0	1	0	0
2577	138	7	187	0	her	False	-3	42	136	136	136	300	164	164	164	164	-3	her	False	O	False	3	0	1	0	0
2579	138	10	120	0	his	False	-8	1	264	264	264	264	396	396	396	1696	-8	his	False	P	False	3	1	1	0	0
2581	138	10	107	0	his	False	-8	3	156	156	712	828	0	0	0	0	-8	his	False	P	False	3	1	1	0	1
2582	138	10	165	0	his	False	-8	4	196	196	196	760	0	0	0	0	-8	his	False	P	False	3	1	1	0	1
2583	138	10	53	0	his	False	-8	5	168	168	168	168	76	76	76	2072	-8	his	False	P	False	3	1	1	0	0
2584	138	10	74	0	his	False	-8	6	216	216	216	216	192	192	192	192	-8	his	False	P	False	3	1	1	0	0
2585	138	10	166	0	his	False	-8	7	132	132	400	2252	0	0	0	0	-8	his	False	P	False	3	1	1	0	1
2586	138	10	77	0	his	False	-8	8	252	536	536	536	0	0	0	0	-8	his	False	P	False	3	1	1	0	1
2587	138	10	46	0	his	False	-8	10	192	192	680	2124	0	0	0	0	-8	his	False	P	False	3	1	1	0	1
2588	138	10	59	0	his	False	-8	11	272	596	596	596	292	292	292	292	-8	his	False	P	False	3	1	1	0	0
2589	138	10	118	0	his	False	-8	12	116	116	116	116	272	272	272	2912	-8	his	False	P	False	3	1	1	0	0
2590	138	10	73	0	his	False	-8	13	196	196	196	416	200	400	400	524	-8	his	False	P	False	3	1	1	0	0
2591	138	10	77	0	his	False	-8	14	316	316	316	316	216	216	520	1084	-8	his	False	P	False	3	1	1	0	0
2592	138	10	201	0	his	False	-8	15	188	188	188	576	124	124	124	464	-8	his	False	P	False	3	1	1	0	0
2593	138	10	80	0	his	False	-8	16	344	344	344	1896	0	0	0	0	-8	his	False	P	False	3	1	1	0	1
2595	138	10	157	0	his	False	-8	18	392	392	392	392	288	288	288	288	-8	his	False	P	False	3	1	1	0	0
2596	138	10	24	0	his	False	-8	19	188	188	188	188	256	256	256	1880	-8	his	False	P	False	3	1	1	0	0
2598	138	10	159	0	his	False	-8	21	136	136	136	136	304	304	304	304	-8	his	False	P	False	3	1	1	0	0
2600	138	10	89	0	his	False	-8	23	328	328	328	328	192	508	1496	7004	-8	his	False	P	False	3	1	1	0	0
2602	138	10	21	0	his	False	-8	25	168	168	168	168	156	280	708	1308	-8	his	False	P	False	3	1	1	0	0
2603	138	10	16	0	his	False	-8	27	348	348	348	348	164	444	444	704	-8	his	False	P	False	3	1	1	0	0
2604	138	10	19	0	his	False	-8	28	196	196	352	496	372	372	372	372	-8	his	False	P	False	3	1	1	0	0
2608	138	10	164	0	his	False	-8	32	140	140	140	140	196	196	196	196	-8	his	False	P	False	3	1	1	0	0
2609	138	10	173	0	his	False	-8	33	164	164	164	164	232	232	232	232	-8	his	False	P	False	3	1	1	0	0
2613	138	10	14	0	his	False	-8	37	196	196	196	196	120	316	316	992	-8	his	False	P	False	3	1	1	0	0
2614	138	10	27	0	his	False	-8	38	452	648	648	860	0	0	0	0	-8	his	False	P	False	3	1	1	0	1
2616	138	10	128	0	his	False	-8	40	276	276	276	812	0	0	0	0	-8	his	False	P	False	3	1	1	0	1
2617	138	10	86	0	his	False	-8	41	236	236	236	236	156	156	156	952	-8	his	False	P	False	3	1	1	0	0
2618	138	10	187	0	his	False	-8	42	108	108	344	928	0	0	0	0	-8	his	False	P	False	3	1	1	0	1
2619	138	10	124	0	his	False	-8	43	372	372	372	372	252	252	252	252	-8	his	False	P	False	3	1	1	0	0
2620	139	7	197	0	his	False	-4	1	172	172	172	328	240	240	240	240	-4	his	False	P	False	3	0	1	0	0
2621	139	7	195	0	his	False	-4	2	184	184	184	184	164	164	164	164	-4	his	False	P	False	3	0	1	0	0
2623	139	7	29	0	his	False	-4	4	136	284	284	284	180	180	180	180	-4	his	False	P	False	3	0	1	0	0
2626	139	7	174	0	his	False	-4	7	180	180	180	180	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
2627	139	7	78	0	his	False	-4	8	220	360	360	360	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
2628	139	7	17	0	his	False	-4	9	120	120	120	120	108	108	108	108	-4	his	False	P	False	3	0	1	0	0
2633	139	7	176	0	his	False	-4	14	192	192	192	192	156	156	156	156	-4	his	False	P	False	3	0	1	0	0
2635	139	7	196	0	his	False	-4	16	196	196	196	196	184	460	460	460	-4	his	False	P	False	3	0	1	0	0
2636	139	7	83	0	his	False	-4	17	148	148	148	148	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
2638	139	7	175	0	his	False	-4	19	128	128	128	128	100	100	100	100	-4	his	False	P	False	3	0	1	0	0
2642	139	7	185	0	his	False	-4	23	124	124	124	124	280	280	280	280	-4	his	False	P	False	3	0	1	0	0
2643	139	7	166	0	his	False	-4	24	320	320	320	320	128	128	128	128	-4	his	False	P	False	3	0	1	0	0
2644	139	7	118	0	his	False	-4	25	240	240	240	240	144	144	144	144	-4	his	False	P	False	3	0	1	0	0
2645	139	7	102	0	his	False	-4	27	152	152	152	152	196	196	196	196	-4	his	False	P	False	3	0	1	0	0
2646	139	7	123	0	his	False	-4	28	260	260	260	260	228	228	228	228	-4	his	False	P	False	3	0	1	0	0
2651	139	7	47	0	his	False	-4	33	136	300	300	300	116	116	116	116	-4	his	False	P	False	3	0	1	0	0
2654	139	7	129	0	his	False	-4	36	132	132	132	132	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
2655	139	7	37	0	his	False	-4	37	156	156	156	156	176	176	176	176	-4	his	False	P	False	3	0	1	0	0
2656	139	7	77	0	his	False	-4	38	148	148	148	148	252	252	252	252	-4	his	False	P	False	3	0	1	0	0
2658	139	7	42	0	his	False	-4	40	272	272	272	272	132	132	132	132	-4	his	False	P	False	3	0	1	0	0
2660	139	7	158	0	his	False	-4	42	156	296	296	296	0	0	0	0	-4	his	False	P	False	3	0	1	0	1
2668	139	10	174	0	his	False	-3	7	180	180	180	180	124	124	448	2232	-3	his	False	P	False	3	1	1	0	0
2670	139	10	17	0	his	False	-3	9	180	180	180	180	200	500	500	968	-3	his	False	P	False	3	1	1	0	0
2672	139	10	82	0	his	False	-3	11	244	244	244	244	184	296	296	296	-3	his	False	P	False	3	1	1	0	0
2673	139	10	20	0	his	False	-3	12	244	244	244	244	132	308	308	1492	-3	his	False	P	False	3	1	1	0	0
