	sent_nr	sbn_verb_pos	nr_neg_roles	nr_pos_roles	word_pos	token	sent_idxs	sent_tokens	subj_nr	sent_pos	rt_ff	rt_fp	rt_rb	rt_gp	spill_ff	spill_fp	spill_rb	spill_gp	word_length	target_skipped	spill_skipped
3799	64	1	1	0	2	sat	[1, 2, 3]	['sat', 'down', 'and']	37	63	136	300	300	300	120	120	120	120	3	0	0
3800	64	1	1	0	2	sat	[1, 2, 3]	['sat', 'down', 'and']	38	22	296	296	296	296	188	188	188	188	3	0	0
3801	64	1	1	0	2	sat	[1, 2, 3]	['sat', 'down', 'and']	39	175	0	0	0	0	0	0	0	0	3	1	1
3802	64	1	1	0	2	sat	[1, 2, 3]	['sat', 'down', 'and']	40	26	0	0	0	0	228	228	376	696	3	1	0
3803	64	1	1	0	2	sat	[1, 2, 3]	['sat', 'down', 'and']	41	174	0	0	0	0	0	0	0	0	3	1	1
3804	64	1	1	0	2	sat	[1, 2, 3]	['sat', 'down', 'and']	42	73	328	416	416	416	0	0	0	0	3	0	1
3805	64	1	1	0	2	sat	[1, 2, 3]	['sat', 'down', 'and']	43	46	252	252	252	380	144	144	144	144	3	0	0
3806	64	3	1	1	5	began	[4, 5]	['began', 'to']	1	54	0	0	0	0	236	236	236	236	5	1	0
3807	64	3	1	1	5	began	[4, 5]	['began', 'to']	2	11	0	0	0	0	0	0	0	0	5	1	1
3808	64	3	1	1	5	began	[4, 5]	['began', 'to']	3	12	148	148	148	148	176	176	176	176	5	0	0
3809	64	3	1	1	5	began	[4, 5]	['began', 'to']	4	107	0	0	0	0	0	0	0	0	5	1	1
3810	64	3	1	1	5	began	[4, 5]	['began', 'to']	5	69	244	244	244	244	0	0	0	0	5	0	1
3811	64	3	1	1	5	began	[4, 5]	['began', 'to']	6	136	184	184	184	184	0	0	0	0	5	0	1
3812	64	3	1	1	5	began	[4, 5]	['began', 'to']	7	198	128	128	128	128	0	0	0	0	5	0	1
3813	64	3	1	1	5	began	[4, 5]	['began', 'to']	8	190	176	176	176	176	0	0	0	0	5	0	1
3814	64	3	1	1	5	began	[4, 5]	['began', 'to']	10	107	0	0	0	0	0	0	0	0	5	1	1
3815	64	3	1	1	5	began	[4, 5]	['began', 'to']	11	132	136	136	136	136	0	0	0	0	5	0	1
3816	64	3	1	1	5	began	[4, 5]	['began', 'to']	12	133	132	132	132	132	0	0	0	0	5	0	1
3817	64	3	1	1	5	began	[4, 5]	['began', 'to']	13	63	344	344	344	344	0	0	0	0	5	0	1
3818	64	3	1	1	5	began	[4, 5]	['began', 'to']	14	59	112	112	292	580	0	0	0	0	5	0	1
3819	64	3	1	1	5	began	[4, 5]	['began', 'to']	15	196	220	220	220	220	0	0	0	0	5	0	1
3820	64	3	1	1	5	began	[4, 5]	['began', 'to']	16	173	188	188	188	188	104	104	104	104	5	0	0
3821	64	3	1	1	5	began	[4, 5]	['began', 'to']	17	68	204	204	204	204	0	0	0	0	5	0	1
3822	64	3	1	1	5	began	[4, 5]	['began', 'to']	18	132	0	0	0	0	0	0	0	0	5	1	1
3823	64	3	1	1	5	began	[4, 5]	['began', 'to']	19	144	0	0	0	0	0	0	0	0	5	1	1
3824	64	3	1	1	5	began	[4, 5]	['began', 'to']	20	136	188	188	188	188	0	0	0	0	5	0	1
3825	64	3	1	1	5	began	[4, 5]	['began', 'to']	21	142	148	148	148	148	0	0	0	0	5	0	1
3826	64	3	1	1	5	began	[4, 5]	['began', 'to']	22	20	224	224	224	224	0	0	0	0	5	0	1
3827	64	3	1	1	5	began	[4, 5]	['began', 'to']	23	78	176	176	176	176	0	0	0	0	5	0	1
3828	64	3	1	1	5	began	[4, 5]	['began', 'to']	24	51	140	140	140	140	0	0	0	0	5	0	1
3829	64	3	1	1	5	began	[4, 5]	['began', 'to']	25	57	132	132	132	132	116	116	116	116	5	0	0
3830	64	3	1	1	5	began	[4, 5]	['began', 'to']	27	125	176	176	176	176	0	0	0	0	5	0	1
3831	64	3	1	1	5	began	[4, 5]	['began', 'to']	28	11	264	264	264	264	168	168	168	168	5	0	0
3832	64	3	1	1	5	began	[4, 5]	['began', 'to']	29	159	212	212	212	212	0	0	0	0	5	0	1
3833	64	3	1	1	5	began	[4, 5]	['began', 'to']	30	83	284	284	284	284	304	944	944	944	5	0	0
3834	64	3	1	1	5	began	[4, 5]	['began', 'to']	31	37	164	164	164	164	0	0	0	0	5	0	1
3835	64	3	1	1	5	began	[4, 5]	['began', 'to']	32	54	188	344	344	344	0	0	0	0	5	0	1
3836	64	3	1	1	5	began	[4, 5]	['began', 'to']	33	163	148	288	288	288	0	0	0	0	5	0	1
3837	64	3	1	1	5	began	[4, 5]	['began', 'to']	34	77	164	164	164	164	0	0	0	0	5	0	1
3838	64	3	1	1	5	began	[4, 5]	['began', 'to']	35	108	196	196	196	196	0	0	0	0	5	0	1
3839	64	3	1	1	5	began	[4, 5]	['began', 'to']	36	192	164	164	164	164	0	0	0	0	5	0	1
3840	64	3	1	1	5	began	[4, 5]	['began', 'to']	37	63	144	144	144	144	0	0	0	0	5	0	1
3841	64	3	1	1	5	began	[4, 5]	['began', 'to']	38	22	216	216	216	216	0	0	0	0	5	0	1
3842	64	3	1	1	5	began	[4, 5]	['began', 'to']	39	175	0	0	0	0	0	0	0	0	5	1	1
3843	64	3	1	1	5	began	[4, 5]	['began', 'to']	40	26	128	128	128	128	0	0	0	0	5	0	1
3844	64	3	1	1	5	began	[4, 5]	['began', 'to']	41	174	0	0	0	0	0	0	0	0	5	1	1
3845	64	3	1	1	5	began	[4, 5]	['began', 'to']	42	73	208	208	208	208	0	0	0	0	5	0	1
3846	64	3	1	1	5	began	[4, 5]	['began', 'to']	43	46	168	168	168	168	180	180	180	180	5	0	0
3847	64	5	1	1	7	eat	[6]	['eat']	1	54	0	0	0	0	196	196	364	572	3	1	0
3848	64	5	1	1	7	eat	[6]	['eat']	2	11	136	136	136	724	216	216	216	216	3	0	0
3849	64	5	1	1	7	eat	[6]	['eat']	3	12	148	148	148	148	680	680	680	844	3	0	0
3850	64	5	1	1	7	eat	[6]	['eat']	4	107	0	0	0	0	200	260	260	1332	3	1	0
3851	64	5	1	1	7	eat	[6]	['eat']	5	69	156	156	156	156	136	136	136	3200	3	0	0
3852	64	5	1	1	7	eat	[6]	['eat']	6	136	0	0	0	0	244	244	244	752	3	1	0
3853	64	5	1	1	7	eat	[6]	['eat']	7	198	0	0	0	0	160	160	620	968	3	1	0
3854	64	5	1	1	7	eat	[6]	['eat']	8	190	248	248	248	248	344	344	344	344	3	0	0
3855	64	5	1	1	7	eat	[6]	['eat']	10	107	0	0	0	0	280	280	1052	1996	3	1	0
3856	64	5	1	1	7	eat	[6]	['eat']	11	132	204	372	372	372	180	180	180	180	3	0	0
3857	64	5	1	1	7	eat	[6]	['eat']	12	133	188	480	480	612	576	576	576	576	3	0	0
3858	64	5	1	1	7	eat	[6]	['eat']	13	63	36	36	36	36	284	692	692	692	3	0	0
3859	64	5	1	1	7	eat	[6]	['eat']	14	59	0	0	0	0	160	264	264	740	3	1	0
3860	64	5	1	1	7	eat	[6]	['eat']	15	196	244	504	504	504	216	560	560	560	3	0	0
3861	64	5	1	1	7	eat	[6]	['eat']	16	173	268	268	268	268	796	796	796	796	3	0	0
3862	64	5	1	1	7	eat	[6]	['eat']	17	68	96	96	96	96	196	196	196	576	3	0	0
3863	64	5	1	1	7	eat	[6]	['eat']	18	132	0	0	0	0	284	716	716	716	3	1	0
3864	64	5	1	1	7	eat	[6]	['eat']	19	144	216	216	216	216	104	104	384	812	3	0	0
3865	64	5	1	1	7	eat	[6]	['eat']	20	136	256	256	256	256	124	124	852	1492	3	0	0
3866	64	5	1	1	7	eat	[6]	['eat']	21	142	0	0	0	0	120	120	120	436	3	1	0
3867	64	5	1	1	7	eat	[6]	['eat']	22	20	396	396	396	396	960	960	960	960	3	0	0
3868	64	5	1	1	7	eat	[6]	['eat']	23	78	244	244	244	244	244	928	928	928	3	0	0
3869	64	5	1	1	7	eat	[6]	['eat']	24	51	364	364	364	464	0	0	0	0	3	0	1
3870	64	5	1	1	7	eat	[6]	['eat']	25	57	0	0	0	0	196	196	532	688	3	1	0
3871	64	5	1	1	7	eat	[6]	['eat']	27	125	176	324	324	324	404	404	404	404	3	0	0
3872	64	5	1	1	7	eat	[6]	['eat']	28	11	168	168	168	168	116	116	940	1116	3	0	0
3873	64	5	1	1	7	eat	[6]	['eat']	29	159	232	232	232	232	548	548	548	548	3	0	0
3874	64	5	1	1	7	eat	[6]	['eat']	30	83	0	0	0	0	0	0	0	0	3	1	1
3875	64	5	1	1	7	eat	[6]	['eat']	31	37	0	0	0	0	168	168	168	168	3	1	0
3876	64	5	1	1	7	eat	[6]	['eat']	32	54	0	0	0	0	192	192	192	368	3	1	0
3877	64	5	1	1	7	eat	[6]	['eat']	33	163	208	208	208	208	108	108	664	1564	3	0	0
3878	64	5	1	1	7	eat	[6]	['eat']	34	77	176	176	176	176	212	212	212	212	3	0	0
3879	64	5	1	1	7	eat	[6]	['eat']	35	108	160	160	160	160	384	384	384	384	3	0	0
3880	64	5	1	1	7	eat	[6]	['eat']	36	192	0	0	0	0	248	248	248	616	3	1	0
3881	64	5	1	1	7	eat	[6]	['eat']	37	63	212	212	212	212	108	108	108	108	3	0	0
3882	64	5	1	1	7	eat	[6]	['eat']	38	22	296	296	296	296	244	244	472	504	3	0	0
3883	64	5	1	1	7	eat	[6]	['eat']	39	175	136	136	136	136	164	164	164	164	3	0	0
3884	64	5	1	1	7	eat	[6]	['eat']	40	26	168	304	304	304	272	724	724	724	3	0	0
3885	64	5	1	1	7	eat	[6]	['eat']	41	174	0	0	0	0	256	256	256	1324	3	1	0
3886	64	5	1	1	7	eat	[6]	['eat']	42	73	0	0	0	0	224	224	424	544	3	1	0
3887	64	5	1	1	7	eat	[6]	['eat']	43	46	148	148	148	148	748	748	748	748	3	0	0
3888	65	1	1	2	2	slammed	[1]	['slammed']	1	3	200	200	344	452	172	172	456	628	7	0	0
3889	65	1	1	2	2	slammed	[1]	['slammed']	2	111	220	220	220	220	0	0	0	0	7	0	1
3890	65	1	1	2	2	slammed	[1]	['slammed']	3	105	384	520	520	520	144	144	144	144	7	0	0
3891	65	1	1	2	2	slammed	[1]	['slammed']	4	50	368	508	508	508	0	0	0	0	7	0	1
3892	65	1	1	2	2	slammed	[1]	['slammed']	5	106	224	224	224	224	0	0	0	0	7	0	1
3893	65	1	1	2	2	slammed	[1]	['slammed']	6	129	168	168	168	168	0	0	0	0	7	0	1
3894	65	1	1	2	2	slammed	[1]	['slammed']	7	177	140	280	280	280	0	0	0	0	7	0	1
3895	65	1	1	2	2	slammed	[1]	['slammed']	8	5	252	444	444	444	0	0	0	0	7	0	1
3896	65	1	1	2	2	slammed	[1]	['slammed']	9	18	244	380	380	380	172	172	172	172	7	0	0
3897	65	1	1	2	2	slammed	[1]	['slammed']	10	196	132	132	132	132	92	92	92	92	7	0	0
3898	65	1	1	2	2	slammed	[1]	['slammed']	11	122	144	144	144	144	148	148	148	148	7	0	0
3899	65	1	1	2	2	slammed	[1]	['slammed']	12	33	228	228	344	624	0	0	0	0	7	0	1
3900	65	1	1	2	2	slammed	[1]	['slammed']	13	198	0	0	0	0	112	112	112	112	7	1	0
3901	65	1	1	2	2	slammed	[1]	['slammed']	14	41	28	28	280	548	152	152	152	152	7	0	0
3902	65	1	1	2	2	slammed	[1]	['slammed']	15	189	264	264	264	264	0	0	0	0	7	0	1
3903	65	1	1	2	2	slammed	[1]	['slammed']	16	106	160	300	300	300	0	0	0	0	7	0	1
3904	65	1	1	2	2	slammed	[1]	['slammed']	17	78	180	292	292	292	216	216	216	216	7	0	0
3905	65	1	1	2	2	slammed	[1]	['slammed']	18	203	264	264	264	264	168	168	168	168	7	0	0
3906	65	1	1	2	2	slammed	[1]	['slammed']	19	90	104	256	256	256	124	124	124	124	7	0	0
3907	65	1	1	2	2	slammed	[1]	['slammed']	20	47	0	0	0	0	0	0	0	0	7	1	1
3908	65	1	1	2	2	slammed	[1]	['slammed']	21	146	224	396	396	396	0	0	0	0	7	0	1
3909	65	1	1	2	2	slammed	[1]	['slammed']	22	128	216	216	216	216	228	228	228	228	7	0	0
3910	65	1	1	2	2	slammed	[1]	['slammed']	23	194	320	516	516	516	0	0	0	0	7	0	1
3911	65	1	1	2	2	slammed	[1]	['slammed']	24	87	336	336	336	336	148	148	148	148	7	0	0
3912	65	1	1	2	2	slammed	[1]	['slammed']	25	93	268	356	356	356	160	160	160	160	7	0	0
3913	65	1	1	2	2	slammed	[1]	['slammed']	27	201	140	140	140	140	164	164	164	164	7	0	0
3914	65	1	1	2	2	slammed	[1]	['slammed']	28	134	240	240	240	240	236	236	236	236	7	0	0
3915	65	1	1	2	2	slammed	[1]	['slammed']	29	124	228	360	360	360	156	156	156	156	7	0	0
3916	65	1	1	2	2	slammed	[1]	['slammed']	30	197	512	604	604	604	268	268	268	268	7	0	0
3917	65	1	1	2	2	slammed	[1]	['slammed']	31	198	320	320	320	320	0	0	0	0	7	0	1
3918	65	1	1	2	2	slammed	[1]	['slammed']	32	110	172	476	476	608	0	0	0	0	7	0	1
3919	65	1	1	2	2	slammed	[1]	['slammed']	33	37	220	220	220	220	92	92	92	92	7	0	0
3920	65	1	1	2	2	slammed	[1]	['slammed']	34	81	324	484	484	484	0	0	0	0	7	0	1
3921	65	1	1	2	2	slammed	[1]	['slammed']	35	17	232	420	420	420	180	180	180	180	7	0	0
3922	65	1	1	2	2	slammed	[1]	['slammed']	36	13	0	0	0	0	0	0	0	0	7	1	1
3923	65	1	1	2	2	slammed	[1]	['slammed']	37	88	228	552	552	552	0	0	0	0	7	0	1
3924	65	1	1	2	2	slammed	[1]	['slammed']	38	187	184	184	184	184	0	0	0	0	7	0	1
3925	65	1	1	2	2	slammed	[1]	['slammed']	39	203	388	388	388	388	0	0	0	0	7	0	1
3926	65	1	1	2	2	slammed	[1]	['slammed']	40	195	0	0	0	0	0	0	0	0	7	1	1
3927	65	1	1	2	2	slammed	[1]	['slammed']	41	198	0	0	0	0	0	0	0	0	7	1	1
3928	65	1	1	2	2	slammed	[1]	['slammed']	42	192	152	360	360	360	0	0	0	0	7	0	1
3929	65	1	1	2	2	slammed	[1]	['slammed']	43	36	144	144	144	144	0	0	0	0	7	0	1
3930	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	1	100	284	284	672	780	416	416	416	416	9	0	0
3931	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	2	141	88	88	88	88	84	84	84	84	9	0	0
3932	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	3	44	228	732	732	732	204	204	204	204	9	0	0
3933	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	4	3	24	392	392	392	168	168	168	168	9	0	0
3934	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	5	158	216	216	216	216	236	236	236	236	9	0	0
3935	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	6	154	280	280	280	280	136	136	136	136	9	0	0
3936	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	7	17	136	136	136	136	152	152	152	152	9	0	0
3937	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	8	105	284	476	476	476	176	176	176	176	9	0	0
3938	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	10	157	336	336	336	336	168	324	324	324	9	0	0
3939	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	11	148	252	252	252	252	168	168	168	168	9	0	0
3940	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	12	66	280	524	524	524	196	196	196	196	9	0	0
3941	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	13	43	124	124	124	124	236	236	236	236	9	0	0
3942	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	14	17	24	520	520	520	196	196	196	196	9	0	0
3943	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	15	45	320	320	320	320	132	284	284	284	9	0	0
3944	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	16	201	248	388	388	388	192	192	192	192	9	0	0
3945	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	17	157	176	176	176	176	280	280	280	280	9	0	0
3946	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	18	205	248	340	340	340	0	0	0	0	9	0	1
3947	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	19	174	176	176	176	176	212	212	212	212	9	0	0
3948	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	20	107	0	0	0	0	156	156	156	460	9	1	0
3949	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	21	160	228	352	352	352	0	0	0	0	9	0	1
3950	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	22	144	272	892	892	892	184	184	184	184	9	0	0
3951	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	23	27	212	1540	1540	1540	0	0	0	0	9	0	1
3952	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	24	127	224	408	408	408	188	188	188	188	9	0	0
3953	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	25	116	252	340	340	340	164	164	376	908	9	0	0
3954	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	27	25	16	632	632	632	172	172	172	172	9	0	0
3955	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	28	52	284	504	504	504	248	248	248	248	9	0	0
3956	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	29	132	260	324	324	324	184	184	184	184	9	0	0
3957	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	30	101	204	612	612	612	212	212	212	212	9	0	0
3958	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	31	155	176	176	176	176	156	156	156	156	9	0	0
3959	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	32	114	216	472	472	472	272	272	272	272	9	0	0
3960	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	33	92	56	112	112	112	148	148	424	832	9	0	0
3961	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	34	155	356	356	356	356	156	304	304	304	9	0	0
3962	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	35	52	172	172	172	172	176	176	176	176	9	0	0
3963	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	36	111	200	200	200	200	0	0	0	0	9	0	1
3964	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	37	143	52	312	312	312	192	192	192	192	9	0	0
3965	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	38	131	352	440	440	440	0	0	0	0	9	0	1
3966	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	39	171	244	344	344	344	144	144	144	144	9	0	0
3967	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	40	36	104	412	412	412	176	176	176	176	9	0	0
3968	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	41	173	0	0	0	0	240	240	460	744	9	1	0
3969	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	42	151	0	0	0	0	0	0	0	0	9	1	1
3970	66	1	1	1	2	staggered	[1, 2]	['staggered', 'into']	43	156	276	412	412	412	224	224	464	684	9	0	0
3971	67	2	1	2	4	spare	[3]	['spare']	1	164	148	284	284	284	252	408	408	408	5	0	0
3972	67	2	1	2	4	spare	[3]	['spare']	2	201	256	256	256	256	0	0	0	0	5	0	1
3973	67	2	1	2	4	spare	[3]	['spare']	3	147	116	384	384	384	200	200	200	200	5	0	0
3974	67	2	1	2	4	spare	[3]	['spare']	4	135	180	180	180	180	0	0	0	0	5	0	1
3975	67	2	1	2	4	spare	[3]	['spare']	5	89	188	188	188	604	0	0	0	0	5	0	1
3976	67	2	1	2	4	spare	[3]	['spare']	6	66	128	128	128	128	0	0	0	0	5	0	1
3977	67	2	1	2	4	spare	[3]	['spare']	7	103	232	232	232	340	112	112	112	112	5	0	0
3978	67	2	1	2	4	spare	[3]	['spare']	8	124	152	152	152	152	148	148	148	148	5	0	0
3979	67	2	1	2	4	spare	[3]	['spare']	10	27	136	136	136	136	168	168	168	168	5	0	0
3980	67	2	1	2	4	spare	[3]	['spare']	11	100	156	156	156	156	144	144	144	144	5	0	0
3981	67	2	1	2	4	spare	[3]	['spare']	12	68	132	132	132	132	0	0	0	0	5	0	1
3982	67	2	1	2	4	spare	[3]	['spare']	13	17	0	0	0	0	160	160	160	160	5	1	0
3983	67	2	1	2	4	spare	[3]	['spare']	14	154	152	152	344	928	0	0	0	0	5	0	1
3984	67	2	1	2	4	spare	[3]	['spare']	15	170	0	0	0	0	0	0	0	0	5	1	1
3985	67	2	1	2	4	spare	[3]	['spare']	16	182	132	132	132	132	188	188	188	188	5	0	0
3986	67	2	1	2	4	spare	[3]	['spare']	18	50	0	0	0	0	0	0	0	0	5	1	1
3987	67	2	1	2	4	spare	[3]	['spare']	19	39	0	0	0	0	0	0	0	0	5	1	1
3988	67	2	1	2	4	spare	[3]	['spare']	20	176	140	140	140	140	0	0	0	0	5	0	1
3989	67	2	1	2	4	spare	[3]	['spare']	21	98	136	136	136	136	0	0	0	0	5	0	1
3990	67	2	1	2	4	spare	[3]	['spare']	22	152	232	232	232	232	0	0	0	0	5	0	1
3991	67	2	1	2	4	spare	[3]	['spare']	23	57	224	224	224	224	196	196	196	196	5	0	0
3992	67	2	1	2	4	spare	[3]	['spare']	24	158	196	196	196	196	180	180	180	180	5	0	0
3993	67	2	1	2	4	spare	[3]	['spare']	25	204	232	232	232	232	0	0	0	0	5	0	1
3994	67	2	1	2	4	spare	[3]	['spare']	27	24	236	236	236	236	208	208	208	208	5	0	0
3995	67	2	1	2	4	spare	[3]	['spare']	28	180	196	348	348	348	0	0	0	0	5	0	1
3996	67	2	1	2	4	spare	[3]	['spare']	29	83	232	232	232	232	0	0	0	0	5	0	1
3997	67	2	1	2	4	spare	[3]	['spare']	30	181	244	244	244	244	260	260	260	260	5	0	0
3998	67	2	1	2	4	spare	[3]	['spare']	31	188	128	128	128	128	0	0	0	0	5	0	1
3999	67	2	1	2	4	spare	[3]	['spare']	32	121	216	216	216	216	196	196	196	196	5	0	0
4000	67	2	1	2	4	spare	[3]	['spare']	33	149	168	168	168	168	220	220	220	220	5	0	0
4001	67	2	1	2	4	spare	[3]	['spare']	34	192	956	956	956	956	0	0	0	0	5	0	1
4002	67	2	1	2	4	spare	[3]	['spare']	35	122	232	260	376	616	152	152	152	152	5	0	0
4003	67	2	1	2	4	spare	[3]	['spare']	36	95	244	244	244	420	172	172	172	172	5	0	0
4004	67	2	1	2	4	spare	[3]	['spare']	37	44	200	200	200	200	132	132	132	132	5	0	0
4005	67	2	1	2	4	spare	[3]	['spare']	38	102	188	188	188	188	0	0	0	0	5	0	1
4006	67	2	1	2	4	spare	[3]	['spare']	39	114	0	0	0	0	184	184	184	184	5	1	0
4007	67	2	1	2	4	spare	[3]	['spare']	40	63	156	156	156	156	180	180	180	180	5	0	0
4008	67	2	1	2	4	spare	[3]	['spare']	41	161	100	100	100	100	140	140	408	1116	5	0	0
4009	67	2	1	2	4	spare	[3]	['spare']	42	132	280	280	280	280	0	0	0	0	5	0	1
4010	67	2	1	2	4	spare	[3]	['spare']	43	181	132	132	132	132	148	148	148	148	5	0	0
4011	68	1	1	0	2	think	[1]	['think']	1	167	180	180	180	180	348	348	348	348	5	0	0
4012	68	1	1	0	2	think	[1]	['think']	2	198	80	80	80	220	204	204	204	404	5	0	0
4013	68	1	1	0	2	think	[1]	['think']	3	38	232	488	488	488	224	224	224	224	5	0	0
4014	68	1	1	0	2	think	[1]	['think']	4	59	84	376	376	376	208	208	208	208	5	0	0
4015	68	1	1	0	2	think	[1]	['think']	5	128	0	0	0	0	240	240	240	516	5	1	0
4016	68	1	1	0	2	think	[1]	['think']	6	39	0	0	0	0	0	0	0	0	5	1	1
4017	68	1	1	0	2	think	[1]	['think']	7	127	212	212	212	212	96	96	96	96	5	0	0
4018	68	1	1	0	2	think	[1]	['think']	8	12	332	332	332	332	156	156	156	156	5	0	0
4019	68	1	1	0	2	think	[1]	['think']	10	193	228	228	228	228	116	116	116	116	5	0	0
4020	68	1	1	0	2	think	[1]	['think']	11	189	172	172	172	172	172	172	172	172	5	0	0
4021	68	1	1	0	2	think	[1]	['think']	12	178	140	140	140	140	0	0	0	0	5	0	1
4022	68	1	1	0	2	think	[1]	['think']	13	21	188	188	188	188	156	156	156	156	5	0	0
4023	68	1	1	0	2	think	[1]	['think']	14	8	352	352	352	352	152	152	152	152	5	0	0
4024	68	1	1	0	2	think	[1]	['think']	15	139	28	240	240	240	0	0	0	0	5	0	1
4025	68	1	1	0	2	think	[1]	['think']	16	175	264	400	400	400	184	184	184	184	5	0	0
4026	68	1	1	0	2	think	[1]	['think']	17	113	288	288	288	288	0	0	0	0	5	0	1
4027	68	1	1	0	2	think	[1]	['think']	18	61	0	0	0	0	0	0	0	0	5	1	1
4028	68	1	1	0	2	think	[1]	['think']	19	166	280	280	280	280	140	140	140	140	5	0	0
4029	68	1	1	0	2	think	[1]	['think']	20	98	312	312	312	312	0	0	0	0	5	0	1
4030	68	1	1	0	2	think	[1]	['think']	21	10	224	224	224	224	100	100	100	100	5	0	0
4031	68	1	1	0	2	think	[1]	['think']	22	15	452	452	452	452	200	200	200	200	5	0	0
4032	68	1	1	0	2	think	[1]	['think']	23	102	176	176	176	176	216	216	216	216	5	0	0
4033	68	1	1	0	2	think	[1]	['think']	24	152	224	420	420	420	264	264	264	264	5	0	0
4034	68	1	1	0	2	think	[1]	['think']	25	46	208	208	208	208	192	192	192	192	5	0	0
4035	68	1	1	0	2	think	[1]	['think']	27	161	356	528	528	528	144	144	144	144	5	0	0
4036	68	1	1	0	2	think	[1]	['think']	28	98	0	0	0	0	0	0	0	0	5	1	1
4037	68	1	1	0	2	think	[1]	['think']	29	169	100	276	276	276	124	124	124	124	5	0	0
4038	68	1	1	0	2	think	[1]	['think']	30	30	320	564	564	564	200	360	360	360	5	0	0
4039	68	1	1	0	2	think	[1]	['think']	31	186	92	92	92	92	0	0	0	0	5	0	1
4040	68	1	1	0	2	think	[1]	['think']	32	184	224	444	444	444	0	0	0	0	5	0	1
4041	68	1	1	0	2	think	[1]	['think']	33	199	88	88	88	88	152	268	268	268	5	0	0
4042	68	1	1	0	2	think	[1]	['think']	34	31	0	0	0	0	496	496	496	496	5	1	0
4043	68	1	1	0	2	think	[1]	['think']	35	189	260	372	372	372	0	0	0	0	5	0	1
4044	68	1	1	0	2	think	[1]	['think']	36	128	208	208	208	208	172	172	172	172	5	0	0
4045	68	1	1	0	2	think	[1]	['think']	37	121	0	0	0	0	100	100	176	420	5	1	0
4046	68	1	1	0	2	think	[1]	['think']	38	28	36	216	216	216	164	164	164	356	5	0	0
4047	68	1	1	0	2	think	[1]	['think']	39	152	0	0	0	0	176	176	176	176	5	1	0
4048	68	1	1	0	2	think	[1]	['think']	40	174	0	0	0	0	0	0	0	0	5	1	1
4049	68	1	1	0	2	think	[1]	['think']	41	16	240	240	240	240	116	116	116	116	5	0	0
4050	68	1	1	0	2	think	[1]	['think']	42	90	40	328	328	328	164	164	164	344	5	0	0
4051	68	1	1	0	2	think	[1]	['think']	43	117	252	388	388	388	0	0	0	0	5	0	1
4052	68	7	1	1	6	are	[5]	['are']	1	167	392	392	392	392	168	168	168	500	3	0	0
4053	68	7	1	1	6	are	[5]	['are']	2	198	256	376	376	376	196	196	196	196	3	0	0
4054	68	7	1	1	6	are	[5]	['are']	3	38	140	536	536	536	240	264	264	264	3	0	0
4055	68	7	1	1	6	are	[5]	['are']	4	59	0	0	0	0	268	432	432	432	3	1	0
4056	68	7	1	1	6	are	[5]	['are']	5	128	0	0	0	0	300	300	300	800	3	1	0
