sent_nr	sbn_verb_pos	nr_neg_roles	nr_pos_roles	closest_role	closest_distance	closest_word	closest_word_pos	furthest_role	furthest_word	furthest_word_pos	furthest_distance	word_pos	token	sent_idxs	sent_tokens	subj_nr	sent_pos	rt_ff	rt_fp	rt_rb	rt_gp	spill_ff	spill_fp	spill_rb	spill_gp
140	7	1	0	Patient	-1	men	9	Patient		-1	-1	11	kill.	[10]	['kill.']	40	137	136	136	136	480	-999	-999	-999	-999
140	7	1	0	Patient	-1	men	9	Patient		-1	-1	11	kill.	[10]	['kill.']	41	59	228	228	228	228	-999	-999	-999	-999
140	7	1	0	Patient	-1	men	9	Patient		-1	-1	11	kill.	[10]	['kill.']	42	69	192	192	192	508	-999	-999	-999	-999
140	7	1	0	Patient	-1	men	9	Patient		-1	-1	11	kill.	[10]	['kill.']	43	20	240	240	320	528	-999	-999	-999	-999
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	1	85	252	252	252	252	144	144	144	144
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	2	59	96	96	96	96	136	280	280	280
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	3	83	196	372	372	372	180	276	276	276
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	4	141	168	168	168	168	236	236	236	236
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	5	186	220	220	220	220	156	156	156	156
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	6	78	92	92	92	92	168	168	168	168
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	7	141	108	108	108	108	132	132	132	132
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	8	9	200	200	200	200	224	224	224	224
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	9	26	180	180	180	180	120	340	340	340
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	10	139	148	148	148	148	104	104	104	104
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	11	65	156	156	156	156	144	144	144	144
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	12	70	176	176	176	176	248	248	248	248
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	13	121	292	292	292	292	164	164	164	164
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	14	69	288	288	288	612	164	164	164	164
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	15	82	0	0	0	0	176	176	176	176
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	16	65	160	160	160	160	200	200	200	200
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	17	140	0	0	0	0	0	0	0	0
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	18	202	0	0	0	0	176	176	176	176
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	19	68	208	208	324	592	60	196	196	196
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	20	140	260	332	332	332	168	168	168	168
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	21	156	0	0	0	0	128	128	128	128
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	22	64	176	176	176	176	212	212	212	212
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	23	73	272	272	272	272	152	152	576	704
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	24	42	284	284	536	652	204	204	204	204
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	25	94	180	180	180	180	224	224	224	224
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	27	168	208	208	208	208	164	164	164	164
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	28	69	300	300	300	300	252	404	404	404
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	29	48	0	0	0	0	244	244	432	1096
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	30	106	100	188	188	188	384	384	384	384
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	31	100	172	172	172	172	192	192	192	192
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	32	197	240	240	240	348	272	272	272	272
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	33	12	0	0	0	0	0	0	0	0
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	34	60	184	184	184	184	168	168	168	168
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	35	136	164	164	164	164	180	332	332	332
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	36	202	168	168	168	168	132	132	132	132
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	37	186	136	136	136	136	164	164	164	164
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	38	199	0	0	0	0	176	176	176	176
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	39	173	0	0	0	0	160	160	160	160
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	40	94	0	0	0	0	0	0	0	0
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	41	10	272	272	272	272	176	176	176	176
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	42	200	408	408	408	408	0	0	0	0
141	2	2	1	Manner	-1	just	2	Agent	She	1	-2	3	kept	[2]	['kept']	43	31	172	172	172	172	188	188	188	188
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	1	85	144	144	144	144	244	244	244	244
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	2	59	136	280	280	280	112	112	112	112
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	3	83	180	276	276	276	244	244	244	244
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	4	141	236	236	236	236	208	208	208	208
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	5	186	156	156	156	156	220	220	220	220
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	6	78	168	168	168	168	180	180	180	180
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	7	141	132	132	132	132	188	188	216	588
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	8	9	224	224	224	224	188	188	188	188
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	9	26	120	340	340	340	164	164	164	164
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	10	139	104	104	104	104	156	156	156	156
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	11	65	144	144	144	144	256	256	256	256
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	12	70	248	248	248	248	104	104	104	104
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	13	121	164	164	164	164	128	128	128	128
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	14	69	164	164	164	164	244	244	244	244
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	15	82	176	176	176	176	0	0	0	0
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	16	65	200	200	200	200	132	280	280	280
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	17	140	0	0	0	0	0	0	0	0
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	18	202	176	176	176	176	156	156	156	156
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	19	68	60	196	196	196	140	140	140	140
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	20	140	168	168	168	168	140	140	140	140
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	21	156	128	128	128	128	140	140	140	140
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	22	64	212	212	212	212	292	292	292	292
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	23	73	152	152	576	704	264	264	264	264
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	24	42	204	204	204	204	180	180	180	180
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	25	94	224	224	224	224	280	280	280	280
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	27	168	164	164	164	164	184	184	184	184
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	28	69	252	404	404	404	236	236	236	236
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	29	48	244	244	432	1096	208	208	208	208
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	30	106	384	384	384	384	84	84	84	84
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	31	100	192	192	192	192	148	148	148	148
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	32	197	272	272	272	272	308	308	308	308
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	33	12	0	0	0	0	0	0	0	0
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	34	60	168	168	168	168	168	168	168	168
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	35	136	180	332	332	332	160	160	160	160
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	36	202	132	132	132	132	196	196	196	196
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	37	186	164	164	164	164	132	132	132	132
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	38	199	176	176	176	176	188	188	188	188
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	39	173	160	160	160	160	132	132	132	132
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	40	94	0	0	0	0	24	24	24	24
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	41	10	176	176	176	176	156	156	156	156
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	42	200	0	0	0	0	152	152	152	152
141	4	1	1	Agent	-4	She	1	Agent		-1	-4	4	telling	[3]	['telling']	43	31	188	188	188	188	200	200	200	200
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	1	85	184	184	184	184	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	2	59	204	204	204	564	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	3	83	136	348	348	348	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	4	141	184	184	184	184	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	5	186	288	288	288	684	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	6	78	0	0	0	0	352	352	352	1348
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	7	141	68	68	68	68	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	8	9	216	344	344	344	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	9	26	180	180	284	456	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	10	139	152	152	152	152	248	248	248	248
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	11	65	176	176	320	700	152	152	152	152
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	12	70	132	132	132	132	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	13	121	228	228	228	424	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	14	69	112	112	296	556	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	15	82	156	156	156	156	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	16	65	164	316	316	316	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	17	140	0	0	0	0	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	18	202	260	260	260	600	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	19	68	100	100	100	100	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	20	140	168	168	168	168	128	128	128	880
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	21	156	148	148	148	148	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	22	64	260	260	260	260	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	23	73	316	316	316	316	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	24	42	244	244	244	548	144	144	144	144
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	25	94	224	224	224	224	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	27	168	184	184	184	184	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	28	69	204	304	304	304	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	29	48	172	344	344	344	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	30	106	76	180	180	180	100	132	132	132
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	31	100	172	172	172	172	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	32	197	224	224	224	224	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	33	12	396	396	396	396	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	34	60	316	316	316	860	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	35	136	224	224	224	224	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	36	202	0	0	0	0	148	148	148	148
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	37	186	236	236	236	236	164	164	508	856
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	38	199	268	268	268	268	108	108	108	108
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	39	173	0	0	0	0	284	284	284	1024
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	40	94	48	96	96	96	136	136	136	136
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	41	10	224	224	224	224	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	42	200	224	224	352	556	0	0	0	0
141	7	1	1	Agent	-1	he	6	Agent		-1	-1	9	learn	[8]	['learn']	43	31	144	144	144	144	260	260	260	928
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	1	191	220	220	220	220	0	0	0	0
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	2	27	156	156	580	668	196	196	196	340
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	3	32	528	528	528	528	132	304	304	304
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	4	167	288	288	288	412	0	0	0	0
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	5	101	0	0	0	0	0	0	0	0
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	6	196	248	248	248	248	0	0	0	0
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	7	192	276	276	276	276	112	112	112	112
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	8	92	240	240	408	516	232	232	232	232
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	10	167	176	276	276	276	0	0	0	0
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	11	129	172	172	172	172	264	264	264	264
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	12	141	148	148	148	148	0	0	0	0
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	13	178	236	236	236	236	0	0	0	0
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	14	70	272	444	444	444	0	0	0	0
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	15	156	248	248	248	248	0	0	0	0
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	16	109	180	304	304	304	0	0	0	0
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	17	145	344	344	344	344	0	0	0	0
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	18	134	248	304	304	304	0	0	0	0
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	19	155	164	164	164	164	128	128	128	128
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	20	90	88	240	240	240	0	0	0	0
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	21	198	0	0	0	0	124	124	124	340
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	22	177	244	244	244	244	0	0	0	0
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	23	131	212	212	212	212	200	200	200	524
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	24	59	328	328	328	328	220	292	292	292
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	25	168	224	440	440	440	144	144	144	144
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	27	113	280	456	456	456	0	0	0	0
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	28	124	60	60	328	584	204	552	552	812
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	29	38	0	0	0	0	0	0	0	0
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	30	157	204	204	400	700	200	404	404	404
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	31	38	0	0	0	0	172	172	172	172
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	32	139	144	144	372	752	216	216	216	216
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	33	65	200	200	200	200	200	200	200	200
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	34	30	280	280	280	280	192	192	192	192
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	35	137	172	172	172	172	0	0	0	0
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	36	189	0	0	0	0	0	0	0	0
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	37	16	156	392	392	392	152	152	152	152
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	38	52	316	384	384	384	0	0	0	0
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	39	125	0	0	0	0	0	0	0	0
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	40	8	144	228	440	548	0	0	0	0
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	41	64	0	0	0	0	0	0	0	0
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	42	189	312	312	312	312	140	140	140	140
142	1	1	1	Agent	-1	She	1	Agent		-1	-1	2	wound	[1, 2]	['wound', 'up']	43	86	268	364	364	364	192	192	192	192
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	1	191	296	404	404	404	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	2	27	164	276	276	276	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	3	32	0	0	0	0	96	96	392	1920
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	4	167	332	332	332	332	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	5	101	284	284	760	1628	220	220	220	220
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	6	196	108	108	108	108	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	7	192	224	224	224	432	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	8	92	344	480	480	480	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	10	167	196	196	196	196	148	148	148	148
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	11	129	128	128	316	584	168	168	168	400
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	12	141	140	140	140	140	156	156	156	156
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	13	178	200	200	200	200	188	188	188	188
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	14	70	244	244	624	1096	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	15	156	192	192	192	192	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	16	109	184	316	316	316	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	17	145	304	304	520	828	168	168	168	168
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	18	134	200	200	200	200	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	19	155	164	164	164	164	184	184	184	184
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	20	90	216	216	216	548	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	21	198	132	132	132	132	244	244	244	372
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	22	177	436	436	436	436	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	23	131	272	272	272	272	172	172	172	172
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	24	59	196	196	196	196	364	364	364	364
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	25	168	228	228	228	228	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	27	113	232	232	232	232	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	28	124	184	184	360	556	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	29	38	100	232	632	1216	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	30	157	336	656	656	656	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	31	38	164	164	164	164	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	32	139	216	216	216	216	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	33	65	48	48	740	2332	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	34	30	208	448	448	448	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	35	137	236	236	236	236	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	36	189	304	304	304	304	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	37	16	188	188	188	188	204	204	204	204
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	38	52	176	436	592	1032	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	39	125	172	172	172	172	0	0	0	0
142	3	1	2	Agent	-3	She	1	Agent		-1	-3	4	talking	[3, 4]	['talking', 'to']	40	8	160	160	160	160	152	328	328	328
